name,merchant_abn,Description,Earnings_Class,BNPL_Fee
Odio Corporation,34744764368,digital good book movie music,a,5.68
Gravida Molestie Institute,34768249497,optician optical good eyeglass,c,1.57
Tellus Ltd,34775154874,furniture home furnishing equipment shop manufacturer except appliance,c,2.46
Dolor Egestas Rhoncus PC,34822634769,cable satellite pay television radio service,d,0.71
Hendrerit A Ltd,34861537920,music shop musical instrument piano sheet music,a,5.84
Arcu Sed Et Limited,34900312172,stationery office supply printing writing paper,b,3.99
Convallis Convallis Dolor Foundation,34904300711,music shop musical instrument piano sheet music,c,2.57
Nunc Est LLP,34920839316,watch clock jewelry repair shop,e,0.22
Magna Lorem Ipsum Inc.,34922750917,health beauty spa,c,2.18
Sem Molestie Sodales Corporation,34940973001,lawn garden supply outlet including nursery,c,2.29
Montes Nascetur Ridiculus Ltd,34973148717,motor vehicle supply new part,a,5.52
Nec Imperdiet LLP,34978524408,florist supply nursery stock flower,b,4.77
A Ultricies Foundation,34984654037,digital good book movie music,c,2.34
Faucibus Corporation,35014882568,digital good book movie music,a,6.91
Lacus PC,35016722348,tent awning shop,a,6.09
Dolor Vitae Limited,35040817462,computer programming data processing integrated system design service,a,6.55
A Auctor Non Institute,35071907475,bicycle shop sale service,b,3.91
Imperdiet Ullamcorper Industries,35079621278,equipment tool furniture appliance rent al leasing,b,5.06
Dictum Mi LLC,35144409275,health beauty spa,a,6.17
Risus Ltd,35176289951,computer programming data processing integrated system design service,c,2.8
Tortor Associates,35188460630,lawn garden supply outlet including nursery,a,6.97
Orci Industries,35194643826,music shop musical instrument piano sheet music,a,6.61
Pede Cras Industries,35195862809,digital good book movie music,c,2.87
Euismod In Corp.,35223308778,book periodical newspaper,b,4.19
Placerat Cras Foundation,35225211178,lawn garden supply outlet including nursery,b,4.0
Gravida Sit Incorporated,35235320738,antique shop sale repair restoration service,b,4.12
Vitae Velit Egestas Industries,35246778333,book periodical newspaper,b,4.94
Mauris Eu Turpis Limited,35253328405,motor vehicle supply new part,b,3.92
Sed Dolor Limited,35260204943,art dealer gallery,c,1.43
Magna Ltd,35267193658,telecom,c,2.37
Velit Foundation,35286003506,equipment tool furniture appliance rent al leasing,c,2.69
Tellus Lorem Incorporated,35318110910,digital good book movie music,a,6.21
Quis Tristique Ac Inc.,35344855546,watch clock jewelry repair shop,c,2.92
Rhoncus Id Company,35367341543,gift card novelty souvenir shop,a,6.4
Egestas Corp.,35381098677,bicycle shop sale service,a,6.98
Augue Id Ante Corporation,35385390863,stationery office supply printing writing paper,c,2.68
Sollicitudin Orci Sem Incorporated,35387407637,artist supply craft shop,a,5.83
Orci Lobortis Limited,35388105918,music shop musical instrument piano sheet music,b,4.99
Donec Corporation,35391497890,health beauty spa,b,3.48
Arcu Eu Odio Limited,35393810060,book periodical newspaper,b,4.52
Eu Sem Pellentesque Limited,35424691626,computer computer peripheral equipment software,b,3.9
Orci Lacus Vestibulum Institute,35475436187,shoe shop,c,1.46
Felis Purus PC,35480690241,furniture home furnishing equipment shop manufacturer except appliance,a,6.73
Semper Cursus Integer Limited,35556933338,digital good book movie music,a,6.87
Tempus Mauris Ltd,35575706403,antique shop sale repair restoration service,b,3.46
Morbi PC,35578320747,computer computer peripheral equipment software,b,3.53
Tincidunt Congue Turpis Inc.,35615649088,equipment tool furniture appliance rent al leasing,b,4.85
Porttitor Inc.,35620324777,lawn garden supply outlet including nursery,c,1.92
Natoque Penatibus Industries,35632109137,watch clock jewelry repair shop,c,2.15
Eget Institute,35661290048,artist supply craft shop,b,3.75
Erat Eget PC,35664226523,florist supply nursery stock flower,a,6.4
Odio Etiam Limited,35679080538,shoe shop,b,4.28
Nisi Magna Sed LLC,35713332328,shoe shop,b,4.74
Arcu Ac Limited,35733444320,watch clock jewelry repair shop,b,3.41
Ante Dictum Incorporated,35754571357,telecom,b,4.39
Tristique Neque Venenatis Associates,35755909141,furniture home furnishing equipment shop manufacturer except appliance,b,4.16
Arcu Et Pede Limited,35769589414,equipment tool furniture appliance rent al leasing,c,1.63
Blandit LLC,35787272183,art dealer gallery,a,6.5
Venenatis Vel LLC,35790530993,optician optical good eyeglass,b,3.4
Euismod In LLC,35809331583,furniture home furnishing equipment shop manufacturer except appliance,a,6.95
Orci Institute,35813492759,optician optical good eyeglass,a,5.66
Tellus Justo Institute,35883675055,music shop musical instrument piano sheet music,c,2.3
Auctor Non Feugiat Corporation,35906534450,music shop musical instrument piano sheet music,a,5.74
Arcu Sed Eu Incorporated,35909341340,computer programming data processing integrated system design service,b,4.8
Semper Nam Tempor Limited,35911782646,telecom,b,3.71
Ac Orci Ut Industries,35927874515,shoe shop,a,5.85
Pede Nunc Sed Incorporated,35979239098,bicycle shop sale service,a,6.81
Massa Lobortis Incorporated,35990744747,florist supply nursery stock flower,b,3.21
Orci Consectetuer Corporation,36002228596,artist supply craft shop,b,3.63
Tristique LLC,36066395091,florist supply nursery stock flower,a,5.56
Amet Diam Company,36105169298,bicycle shop sale service,a,6.63
Velit Eget Institute,36105696102,jewelry watch clock silverware shop,c,1.55
Sed Nec Corp.,36125151647,hobby toy game shop,c,1.83
Nec Mollis Vitae LLP,36139372130,hobby toy game shop,a,5.77
Leo Elementum Sem Associates,36196225600,artist supply craft shop,b,4.93
Curabitur Massa PC,36235884040,computer computer peripheral equipment software,a,6.13
Ac LLC,36291259608,computer computer peripheral equipment software,b,3.17
Ligula Aenean Associates,36300724008,equipment tool furniture appliance rent al leasing,a,6.7
Integer Id Incorporated,36307655284,artist supply craft shop,a,5.54
Amet Diam Ltd,36325756075,computer computer peripheral equipment software,b,3.62
Suspendisse Sed Institute,36413911362,optician optical good eyeglass,b,4.84
Dui Cras Pellentesque Corporation,36436872469,bicycle shop sale service,a,5.81
Phasellus Fermentum Corporation,36461610866,telecom,b,3.17
Lacinia Orci Consectetuer Company,36479085063,shoe shop,c,1.47
Metus Aliquam Industries,36494504426,hobby toy game shop,b,3.46
Et Ultrices Posuere Corp.,36502394145,jewelry watch clock silverware shop,c,1.9
Nunc Quis LLC,36555094223,florist supply nursery stock flower,a,6.82
Euismod Est Arcu Inc.,36595568885,hobby toy game shop,b,3.12
Feugiat Lorem Incorporated,36607451384,health beauty spa,b,3.51
Sagittis Augue Incorporated,36628336616,art dealer gallery,b,3.21
Curabitur Associates,36662964956,stationery office supply printing writing paper,a,5.5
Iaculis Institute,36679017165,music shop musical instrument piano sheet music,a,6.84
Aliquam Nisl Nulla Corporation,36688095621,lawn garden supply outlet including nursery,a,5.98
Sed Facilisis Inc.,36747959917,bicycle shop sale service,c,1.85
Pellentesque Ut Ipsum Institute,36758807067,watch clock jewelry repair shop,e,0.38
Imperdiet Non Limited,36800144612,music shop musical instrument piano sheet music,a,6.84
A Felis Ullamcorper Corporation,36800720158,florist supply nursery stock flower,a,6.04
Eu Euismod Industries,36861014911,gift card novelty souvenir shop,c,2.04
Tellus Corp.,36866208934,computer programming data processing integrated system design service,b,3.43
Ut Quam Vel LLP,36874828466,artist supply craft shop,c,2.93
In Cursus Corp.,36961482719,telecom,b,4.68
Ipsum Nunc Foundation,37023533442,tent awning shop,c,2.19
Pellentesque Tincidunt Ltd,37069107801,bicycle shop sale service,a,6.15
Quis Pede Associates,37097551567,motor vehicle supply new part,c,2.71
Nullam Scelerisque Ltd,37106509177,art dealer gallery,a,6.54
Eu Industries,37176176705,music shop musical instrument piano sheet music,a,6.12
Odio A Purus Associates,37228343237,gift card novelty souvenir shop,c,2.01
Aenean Massa Company,37238742140,artist supply craft shop,a,5.51
Convallis Inc.,37243721612,gift card novelty souvenir shop,b,4.94
Tempus Non Institute,37304535258,shoe shop,b,4.14
Quisque PC,37320515399,artist supply craft shop,d,0.96
Nunc Nulla Incorporated,37322527524,artist supply craft shop,c,1.88
Purus Duis Consulting,37327984417,cable satellite pay television radio service,a,6.5
Lacus Quisque Purus Institute,37351213839,equipment tool furniture appliance rent al leasing,b,4.62
Venenatis Incorporated,37351880405,telecom,a,6.83
Enim Mauris Inc.,37358528402,equipment tool furniture appliance rent al leasing,a,5.99
Tempor Est Ac Corporation,37379915451,lawn garden supply outlet including nursery,c,1.57
Tristique Senectus Corp.,37419282352,cable satellite pay television radio service,c,2.74
Ante Iaculis Nec Corp.,37440780757,lawn garden supply outlet including nursery,c,3.01
Magna Tellus Faucibus LLP,37442271968,watch clock jewelry repair shop,a,6.81
Aliquet Phasellus Consulting,37459245212,computer computer peripheral equipment software,b,4.08
Lorem Fringilla Industries,37470904997,music shop musical instrument piano sheet music,a,6.51
Ut Dolor Dapibus Consulting,37481834976,antique shop sale repair restoration service,b,4.64
Sem Vitae Incorporated,37482629458,antique shop sale repair restoration service,c,1.63
Convallis In Cursus Limited,37505212069,artist supply craft shop,c,2.94
Nulla Limited,37534260149,hobby toy game shop,c,1.75
Mollis Incorporated,37568109751,computer programming data processing integrated system design service,b,3.1
Cras Incorporated,37578923779,hobby toy game shop,c,2.76
Ut Sem Company,37621714049,hobby toy game shop,a,5.9
Duis A LLP,37629693091,cable satellite pay television radio service,c,3.02
Vitae Velit Egestas Incorporated,37662781564,lawn garden supply outlet including nursery,b,3.2
Malesuada Augue Ut LLP,37670671283,furniture home furnishing equipment shop manufacturer except appliance,a,5.64
Nunc In Industries,37687523474,digital good book movie music,b,3.44
Purus Nullam Associates,37706925794,motor vehicle supply new part,a,6.53
Est LLC,37718833659,equipment tool furniture appliance rent al leasing,c,2.55
Consectetuer Ipsum PC,37750618930,hobby toy game shop,a,5.91
Erat PC,37759101222,stationery office supply printing writing paper,a,6.43
Pharetra Incorporated,37762125537,watch clock jewelry repair shop,a,6.7
Nunc Ullamcorper Velit Corporation,37802138328,computer programming data processing integrated system design service,a,5.96
Odio PC,37815517789,jewelry watch clock silverware shop,b,4.41
Cursus Vestibulum Mauris Foundation,37829861545,health beauty spa,b,3.65
Quis Lectus PC,37835781615,watch clock jewelry repair shop,a,6.93
Mollis Vitae Associates,37850439589,motor vehicle supply new part,b,4.83
Eu Accumsan LLP,37927728172,computer computer peripheral equipment software,a,5.69
Laoreet Lectus Quis LLP,37935728745,antique shop sale repair restoration service,b,4.12
Nullam Foundation,37967061831,motor vehicle supply new part,a,6.54
In Tempus Associates,38012560280,florist supply nursery stock flower,a,5.67
Commodo Tincidunt Limited,38049816588,jewelry watch clock silverware shop,b,4.67
Metus In Lorem Associates,38074504441,watch clock jewelry repair shop,c,1.5
Fringilla Euismod Industries,38086864545,health beauty spa,a,6.63
Interdum Feugiat Sed Inc.,38090089066,furniture home furnishing equipment shop manufacturer except appliance,b,3.24
Mauris Quis Corp.,38180882926,optician optical good eyeglass,b,4.33
Vel Nisl LLP,38194917037,stationery office supply printing writing paper,b,3.56
Magna Suspendisse Industries,38212167834,lawn garden supply outlet including nursery,b,3.83
Suspendisse Aliquet Incorporated,38243146530,motor vehicle supply new part,a,6.24
Amet Faucibus Incorporated,38249941422,tent awning shop,b,5.1
Ipsum Dolor LLC,38251474462,shoe shop,c,2.8
Vivamus Non Corporation,38325541616,artist supply craft shop,a,5.84
At Associates,38325909884,health beauty spa,a,5.65
Eget Venenatis Limited,38337815814,bicycle shop sale service,a,5.84
Penatibus Et PC,38361767065,cable satellite pay television radio service,b,3.43
Gravida LLC,38363946876,digital good book movie music,c,1.87
Erat Vivamus Limited,38367446372,book periodical newspaper,a,5.83
In Felis Foundation,38425242099,lawn garden supply outlet including nursery,c,1.73
Sed Consequat Corp.,38435278995,hobby toy game shop,a,6.17
Lobortis Quam Incorporated,38447958250,furniture home furnishing equipment shop manufacturer except appliance,b,4.39
In Cursus Consulting,38488456221,watch clock jewelry repair shop,a,6.48
Sed Dictum Corp.,38523562929,cable satellite pay television radio service,a,6.56
Elit Elit Fermentum Foundation,38523766800,furniture home furnishing equipment shop manufacturer except appliance,a,5.94
Lectus Sit Inc.,38591231051,digital good book movie music,b,4.5
Etiam Imperdiet Dictum LLC,38598071783,digital good book movie music,b,4.18
Amet Inc.,38603393734,tent awning shop,b,4.53
Magna Inc.,38612000811,furniture home furnishing equipment shop manufacturer except appliance,b,4.43
Volutpat Ltd,38638753805,tent awning shop,b,4.81
Leo Elementum Foundation,38646383513,stationery office supply printing writing paper,b,4.1
Lacinia At Foundation,38664088375,gift card novelty souvenir shop,a,6.75
Consequat Nec Mollis Institute,38672941140,lawn garden supply outlet including nursery,a,6.4
Amet LLP,38675657098,shoe shop,c,1.88
Etiam Bibendum Industries,38700038932,tent awning shop,a,6.31
Morbi Non Corp.,38710494876,equipment tool furniture appliance rent al leasing,c,2.75
Sem Pellentesque Incorporated,38721422513,artist supply craft shop,a,6.93
Dictum Magna Inc.,38721857169,gift card novelty souvenir shop,a,6.13
Nisi Magna Consulting,38734016504,artist supply craft shop,a,6.98
Cras Lorem Institute,38736067045,gift card novelty souvenir shop,a,6.32
Sit Amet Institute,38737299876,lawn garden supply outlet including nursery,c,2.78
Ac Mattis Ltd,38807802363,book periodical newspaper,c,1.6
Convallis Est Foundation,38864597115,stationery office supply printing writing paper,b,3.28
Faucibus Foundation,38918664617,jewelry watch clock silverware shop,b,3.59
Primis In LLP,38971488186,book periodical newspaper,b,3.61
Lectus Justo LLC,38986645707,bicycle shop sale service,c,1.72
Ut Molestie In Corporation,38990495653,furniture home furnishing equipment shop manufacturer except appliance,a,6.83
Cursus Et Eros Industries,39010056512,computer computer peripheral equipment software,a,5.88
At Lacus Quisque Inc.,39060546194,book periodical newspaper,a,6.09
